"Comment","Class"
"Schengen Visa","false"
"Looking at moving to Dubai, I’m Norwegian but live in Australia\n\nWould love some help :)","false"
"эти суки грузины сидят намаём интернете всё читают штобы ихня жопа спряталазбы всё прячут зделали здес цырк уродав грузины","false"
"I need visa to amesterdam","false"
"Hi greatings \nI\\'m from India but I leave in Dubai kindly let me any skills jobs","false"
"Dubai resident with Indian passport have an event on nov 7-29 in Barcelona which i wish to attend.","false"
"I would like to cisit zurich in coming november, would it be possible to get the visa before that or should not book tickets?","false"
"Kindly assist to apply for tourist visa.","false"
"i applying for working permit thank u","false"
".","false"
"I need shengen visa as soon as possible.","false"
"US tourist visa appointment","false"
"i have to apply Spain tourist visa","false"
"I would like to travel to Germany to visit my family and friends","false"
"2","false"
"Yetnayet mamo","false"
"+971524873946","false"
"I need visha","false"
"I need a work permit","false"
"Its a very good opportunity","false"
"need short term visa for a business visit in Germany ","false"
"I am an Artist, I am looking for business visa in Schengen country for 10 days.\nI had applied for tourist visa for two times but the got rejected by reason by stay not reliable.\nI wanted to visit art galleries in spain paris .\n","false"
"Work permit","false"
"I need information regarding Germany Work Visa","false"
"I want to go to my dream country","false"
"Hello i need a visit visa for japan\nI have 3 companies in UAE","false"
"Aminur29islm@gmail.com","false"
"Sir i need appointment for work permit","false"
"I want to know about visa for City Driver","false"
"Looking for B2B services","false"
"I need appointment for travel vissa to china","false"
"to apply schegen visa","false"
"I want to ask about Germany visa","false"
"Schengen Visa for long duration","false"
"test","false"
"Hello","false"
"Sir visa work permit ramjeet passport number n8147622","false"
"hi there","false"
"I want to visit my sister in US, want visa within a month","false"
"i want to apply italy work visa","false"
"I need assistance to apply for Visitors visa for myself and my son.","false"
"I need Australia visa","false"
"I wanna go to italy that is my desire country","false"
"How can i apply","false"
"Hello, \nKindly, call me to know more about you.","false"
"Dream","false"
"I am from pakistan and i want to do job in UAE","false"
"Need tourist visa ( Schengen)","false"
"J’ai trouvé une invitation venant d’un club de suisse mais je n’arrive pas à trouver une rendez vous","false"
"Pls I need a warehouse job","false"
"I\\'m living dubai","false"
"Please contact us for more cooperation.","false"
"We need china visa so please contact with us","false"
"Schengen France","false"
"I NEED INVITETION LETTAR AND APPOINTMENT DATE FOR VISIT VISA","false"
"visa \n","false"
"Dear Sir /Madam,\n \nMy name is Leyla and I am contacting you on behalf of the Turkish International Investment Bank.\nI am reaching out to discuss the banking services that our bank can offer you and your valued clients.\nBy joining Turkish International Investment Bank you will experience next-generation banking services designed to satisfy the needs of a vast majority of both Private and Corporate Сlientele, including offshore jurisdictions and high- risk sectors such as forex, crypto, gambling and others.\nTurkish International Investment Bank is one of the few International Private Banks offering tailor-made solutions and completely remote Bank Account Opening and allowing its Clients to receive funds through a common IBAN or Designated IBAN via our trusted partner banks.\nWe are glad to offer you the following services:\n· SWIFT, SEPA accounts both Corporate and personal\n· Crypto payments\n· Currency Exchange\n· Debit Cards\n· Card Processing\n· Savings Accounts\n· Acquiring \n \nIt is important to note that we are not CRS and FATCA compliant.\nHowever, we do offer the convenience of remote bank account opening and have a high approval rate for various types of businesses.\nFor our Agents we offer a mutually beneficial referral program to become our Introducer.\nFor more information about us ,our services, fees and Agent Commission please visit our website - … and feel free to contact me.\nWe would be very pleased to have fruitful cooperation with you.\nLooking forward to hearing from you.\n \n      Yours Sincerely,","false"
"my dream","false"
"I want to go Romania for work permit If any Vacancy you so Kindly contact me I really want to go Schengen any country for work","false"
"I want a work permit, I want to stay there for some years","false"
"  Hi I would like to know for uk tourist visa","false"
"hi","false"
"I have read diploma","false"
"I need work permit","false"
"i want to germany for work sir.","false"
"thank you","false"
"1","false"
"I love usa i want to go usa","false"
"when is the soonest available appointments in UAE","false"
"I need a job in Canada","false"
"hello i am Aditya Kumar i am gents Tailor","false"
"schengen Visa Appoinment","false"
"Usa visa","false"
"Me and My dad want to travel to USA as tourist we have pakistani passport with emirates id","false"
"I would like to travel as a tourist to USA in May/June 2025. However my current visa appointment is only in June. I need an earlier appointment","false"
"I am travelling to japan via china airline &amp; i need china transit visa (G) . I have been travell to china in past multiple times . Kindly need ur present requiremnt and guidence .","false"
"work","false"
"Job permit","false"
"I need Norway visa to travel around February or March next year ie. 2025. Please let me know visa fees and expected date and the process.","false"
"I have too much experience and I want to go work in Canada","false"
"Study","false"
"Please i need canada working visa..i work as a barista in dubai..","false"
"I would like to explore the possibility of moving to the UK as a skilled worker.","false"
"I want visa to Austria","false"
"I hope my dream","false"
"Business travel planned to Portugal on 11th September and require visa appointment asap","false"
"Would like to get Switzerland visa for me and my family.","false"
"Нужна виза Шенген или США срочная","false"
"Working aply","false"
"I need a tourist visa for China and I need an appointment for Monday","false"
"What time can deliver my visa and passport","false"
"Hello sir , can I joining for a cleaning occupation","false"
"I need a torest visa","false"
"I am winer","false"
"hi dear;neend to visa","false"
"b2 visa","false"
"كيف يمكنني الحول على فيزا عمل في كندا","false"
"Please text me on WhatsApp","false"
"I\\'m cook","false"
"I\\'m car mechanic working here in sharjah nunicipality after 7 years","false"
"I need help hot to get tourist visa?","true"
"I need work permit","false"
"This is very urgent as my trip is in 3 weeks","false"
"How to get work permit","false"
"Need to get required documents and details for USA Business Visa\n","false"
"H","false"
"To whom it may concern,\n I need an appointment for schengen visa.\n\nRegards.","false"
"I am civil engineer","false"
"Hello There ,\nI hope this message finds you well. I am writing to inquire about the process of applying for US visit visa for my entire family, which includes myself, my wife, and our 5-year-old daughter. The purpose of our visit is for a holiday/vacation.\n\nWe are planning our trip for March 2025, during my daughter\\'s summer break. I would appreciate it if you could provide us with the necessary information and guidance on how to proceed with the application process, including any documents required, timelines, and any specific steps we should follow.\nThank you for your assistances, I look forward to your guidance on this matter.\n","true"
"i need greece tourist visa for trvelling on 15 nov 2024","false"
"good day sir/madam \ni what to apply for migration visa for me and wife to Australia.","false"
"I need work permit vija","false"
"I need help on how to apply us visa urgently","false"
"I have invitation letter for a short stay visa to Hungary and wants to apply for a visa","false"
"i want apply for visa to greece","false"
"±97145625161","false"
"I need work permit","false"
"Need to visit Switzerland for Education program between 1st -11th October 2024\nCan you help with visa","false"
"I\\'m trying to reach you but no luck. Need help in appointment","false"
"appointment booking for Finland schengen visa","false"
"hello sir \nmy name is Bilal khan and am from pakistan but now this time i am working in UAE ABUDHAbi i have lote of experience for LTV + HTV Drive i have HTV license from saudi Arabia and also pakistan Driveing License and have 1 year Experience for security i am now working Abudhabi Private security compney nd PCBD and i also now for computer msOfic &amp; msxual i neend jop for Purtgal can you except my application","false"
"Carpent","false"
"Looking for Long Term Schengen Visa","false"
"Schengen Visa","false"
"For Visit Vissa","false"
"Hi sir how are you sir I need visat visa only 2 months than I come back uae why uae my all Family haer uae my business hare only 2 months I need visat visa","false"
"Require info about the package","false"
"Apply for USA Visit Visa for family of 3","false"
"Поменять паспорт","false"
"I love japan so much \nI like the climate and the environment \nEven their culture","false"
"I want to apply for Hungary visa. I was having appointment but didn’t able to submit documents as my visa was under renewal. Now I have all documents ready , looking for appointment to submit visa application.","false"
"Early appointment","false"
"I hop you\\'re well \nI hop you send me details B2 visa and work permit visa","false"
"Test","false"
"USA visa enquiry","false"
"need earlier app for Japan multiple visas for nada debs (she has golden visa and UAE identity card)","false"
"Hi","false"
"Let me see if I can afford it","false"
"Hello. Are you able to help us get an appointment for a Schengen visa to the Netherlands? We had before already we are just applying now","false"
"Bangladesh","false"
"Dear Team,\nI am applying for an Opportunity Card(Chancenkarte) visa and I will need your help in booking an appointment. Thank you for your support.\n\nKind regards.\n\n\n\n\n","false"
"need visa","false"
"Apply for job","false"
"I want a work permit for italy","false"
"I have master\\'s degree in Entomology and working as an engineer there in UAE.\nI need work permit please let me know how much will it cost approximately?\n","false"
"Promise I want go there because I like there very silent country I’m very like","false"
"I need a visa to go do my elective and inshallah the next year to go for residency, I’m a final year med student here in uae","false"
"123123123","false"
"visa requirements","true"
"Looing for Shengen visa","false"
"I want to travel to US","false"
"Souleymane bah","false"
"Need assistance in obtaining Schengen Visa appointment for travel.","false"
"Hello, I need to apply for US visa to visit my daughter. We are 5 persons. Kindly waiting to your reply.\nThank you","false"
"i need UK visa for a short term visit","false"
"i would like apply for Schengen visa to going Germany, i have Bahrain nationality","false"
"Looking for apply for a US visa","false"
"I\\'m interested to move to Canada so i can forward my career to greater heights","false"
"I need early visa appointment to USA","false"
"looking for immediately movement to USA with my son &amp; wife.","false"
"Job Seeker","false"
"Банковский счет","false"
"Напишите в вотсап\nИнтересует туристический шенген в Италию \nДо этого Шенгена никогда не было ","false"
"Setting up Freelance Visa \n","false"
"I need a work permit to Japan","false"
"wish to know about china visa","false"
"Work parmite","false"
"Call me","false"
"I want to Austria i have heavy truck &amp; heavy Bus experience 14 years in UAE","false"
"Hi I want to apply German visa to visa basis \nKindly contact me on given number","false"
"Цікавить відкриття туристичної візи в США","false"
"Kam karna hai eaigr kam ho to bat karna","false"
"Working permit truck driver","false"
"Whatsapp number*\n\nI\\'d like to gather more information about the Dubai remote visa and expose my case as it is kind of a particular one.","false"
"Hello!\nI am holder of Russian passport and need to be present in Greece for a wedding on 7th September. I need a shaven visa. Can you help?","false"
"I need visa to Poland","false"
"US VISA APPLYING","false"
"Need Schengen tourist visa","false"
"I’m a salesman and carpenter","false"
"B1/ B2 visa","false"
"I want to apply Schrngen visa","false"
"Visa","false"
"i need to apply as a driver mam/sir","false"
"Виза в США","false"
"Need Schengen ASAP","false"
"I need Japan visa","false"
"I\\'m delivery driver","false"
"I need Appointment","false"
"I am from to dubia i will come uk","false"
"How can apply for canada job","false"
"Im looking for a tourist Visa to Europe Travel Date is 14th September for 3 people Me and My family its Urgent.","false"
"Hi Sir I need visa","false"
"I need appointment VFS Germany","false"
"Hi! I want to receive a call from you tomorrow 30/08/2024 at 11:30 am. Thanks","false"
"99999998888889999","false"
"I wish to travel and work in Canada on sponsorship immigration visa","false"
"I need USA VISIT VISA","false"
"I would like to apply for the urgent schengen visa appointment.","false"
"Hi! I am looking for visa to Germany to visit Trade Fair in September.","false"
"Visa","false"
"Hello there I’m yassine I am writing to express my strong interest in the opportunity available at your company, which aligns with my experience in both customer service and security. I believe that my skills and background make me a strong candidate for joining your team.\nI have extensive experience in providing high-quality customer support and effectively resolving issues to ensure complete customer satisfaction. My responsibilities include managing inquiries, accurately processing orders, keeping information up-to-date, and handling complaints innovatively to enhance the overall customer experience.\nIn the security field, I have a strong background in conducting regular patrols, managing access control, responding to emergencies, and monitoring security systems to ensure the safety of individuals and property. I am also skilled in documenting incidents and coordinating with local authorities to effectively resolve security issues.\nMy practical skills include problem-solving, effective communication, time management, rapid response, and attention to detail. I am available to work at various times, including nights and weekends.\nThank you for considering my application. I look forward to the opportunity to discuss how I can contribute to your team.\nSincerely,","false"
"Mne nujna visa Germanii, u menya yest priglashenie toje s kompanii iz Germanii, svyajites, budem obsujdat","false"
"I want to have shengen visa for tourist","false"
"Portugal visa application","false"
"тест","false"
"Visa","false"
"I give me visa","false"
"я езид пишу вам так первая мая мать прадала квартиру без миня варкетили я был праписан но ана прадала без миня тбилиси исани самгоры раион орхевы мы шас иё завут басе шамоян и патом завёт патрулей и адманывает наминя што он хочит палавина квартиры денги и испортила миня пирид патрулям ишо здес езиды мальчики умирают адин варкетили был павешан втарой на темка был из криши викинут ребёнак ишо в глдане был павесан ну што мая мама зделала ани эти грузины спряталм нашот квартиры штобы все зналибы эти грузины всё врут апсалютна всё кагда ана прадавала дом варкетили там што нивидна была што я был праписан варкетили патом ана мальчикам плотит денги и виюстицие так зделали самной я шамоян реваз езид 1989 год я в орхевы","false"
"hi...how much and how long to get chinese tourist visa for Russian? citizent ","false"
"I need visa","false"
"i am looking for Schengen visa or Luxemburg Work visa.","false"
"اريد اذهب الى روسيا","false"
"UK vis arequired to travel before october 1st \n","false"
"Give me viza","false"
"Visa","false"
"I want to know about work permit visa for laxumber","false"
"I AM INTERESTED IN PURTUGAL WORK PERMIT .IF YOU HAVE SOME OPPERTUINITIES REGARDING THIS COUNTRY PURTUGAL I AM INTERESTED TO KNOW AND WANT TO ABLE TO MOVE THEIR.\nREGARD\nZAHID","false"
"Please contact me on whatsapp","false"
"Iam a chef","false"
"Good day, I had a query about the Schengen Visa assistance.\n\nHow long does it take to get a booking once the process has been started?\n\nI\\'m looking to go either to France, Germany or Amsterdam.\n\nKind regards,\nRyan","false"
"I need workparmet visa for italy","false"
"I need Spain visa for July travel","false"
"Am a travel agent. We have lot of customer needs urgent appointments for Schengen. Kindly give the B2B price for your service","false"
"Нашот работы","false"
"Work visa permit","false"
"Паповти виза\n","false"
"Poland","false"
"I am a Iraqi, University Professor and I would like to apply for a visa for me and my wife","false"
"Wanted to come in for a free consultation concerning the US study visa application","true"
"Documents for Schengen &amp; uk visa for Indian passport resident in Dubai","false"
"I need a EU VISA.\nI am from thailand","false"
"Kuwait viza work permit","false"
"Sir I have rta Visa government Dubai taxi company my company not cancel my visa plz tell me how i cancel my visa","false"
"I need a schengen tourist visa for a June trip this year. Please let me know how you can help with the application?","false"
"ДОбрый день!\nнужна виза в Португалию на семью на пару недель в августе 24","false"
"please call","false"
"I want to go Portugal from United Arab Emirates","false"
"Need your assistance","false"
"Hi hello this is sherbaaz khan and I from pakistan.i live in Dubai sex years around than you.","false"
"I need to leave the country but have no money as I was the victim of a love scam, I’ve written to the uk embassy and police and they haven’t helped me, I’ve been here illegally since 16/2/24, I need to get home but have no money and nobody willing to help me, can you please tell me any advice and if I can go to the immigration at the airport and be deported? Many thanks my email is drabjohns48@gmail.com","false"
"I am working as a security Guard in UAE and willing to move in USA .","false"
"I am interested in opening business bank account for both USD and Euros.","false"
"Hi, We want to make a freelance visa for two people. What are the fees? Which procedures are included? How long does it take?","false"
"بین کوییت","false"
"Need to apply schengen visa including me and my family. Travel plan is 2nd and 3rd week of july.\nPlease let me the fees and details","false"
"Yes","false"
"Yes","false"
"Please connect us \nWe are planning for eroupe trip and we Schengen visa’s","false"
"Необходимо оформление визы в Китай, хочу уточнить требования и приступить к оформлению","true"
"I want vistar visa Portugal country \nButtifull","false"
"Hello , I would like to apply to a Schengen Visa through Greece from Dubai.","false"
"I need work permit","false"
"\nHii\n","false"
"I NEED TOURIST VISA","false"
"مساعدة لفتح حساب بدبي . أنا مش مقيمة وليس لدي عمل كان زوجي يعمل بشركة كبيرة بالسعودية وتوفي الان","false"
"I need semple work like baby sister ironing cooking like","false"
"How can I apply work permit for romania","false"
"What to go for visit","false"
"apply Schengen visa","false"
"Hi. Flowing a work permit visa.","false"
"I\\'m a Russian, Uzbek, Arabic and yevropian chef. I\\'m old 28 years.","false"
"Hello,\nI have a concern regarding schengen visa application for Budapest and Croatia.","false"
"I need job anyone I am bike rider 9 year experience in Dubai","false"
"I don\\'t have any qualifications degree\n.\nWe have any work permit application","false"
"I want to get an appointment for applying to Estonia visa","false"
"I need. Job. Usa","false"
"Apply for working visa as chef or electrical maintainance","false"
"I need a appointment of Sweden consulate or Sweden visa process please","false"
"открытие банковского счета в ОАЭ для сущетсвующей компании","false"
"need visit visa for UK","false"
"I need Poland work permit with visa I want to move in Poland as early as possible coz here in GCC country i already spending 9 years so now I have Dubai driving licence I have lot of experience about sales marking retail sale \nVery good skills English level is good doing hardwork","false"
"Iam interested ","false"
"I am in Dubai. I have 8th number licence Dubai. I am forklift operator job needs UK. Plz contact me my number what\\'s app 00971505193710...????","false"
"I want to go Romania for work... i am Electration and Ac mechanic for all light vehicles and heavy duty trucks","false"
"We Are 05 Family\\'s members Residency in Dubai UAE, went visit schengen visitor visa form Dubai UAE, thanks","false"
"Good day! i need to open bank account in the UAE. kindly let me know how can we proceed further. Hope for your immediate reply. Thank you","false"
"Hello\nI am from Pakistan but live in UAE ","false"
"Hi\nLooking at opening two bank accounts in UAE with zero balance.\nOne for a FZ company that has been in operations for 3 years now with an active bank account.\nAnother one for a new partner.\nPlease connect back.\nRegards\nMandiip","false"
"I want to apply for it","false"
"Poland visa D appointment","false"
"Visit my daughter who is studying in uk","false"
"I would like to get Schengen visa for me and my wife. I am doing business in Dubai.","false"
"I need to visit belgium and netherlands to attend a music concert as tourist.","false"
"Spain Visa for Business Travel in June","false"
"Tourism visa","false"
"Need work permit","false"
"Need Schengen visa to France and Spain","false"
"Alex&amp;TilekTest","false"
"Pls call me …… I want visa appointment …..","false"
"Need work visa","false"
"Mashreq account open","false"
"Kannan","false"
"Require Singapore Visa","false"
"Sar visa send farnc \n","false"
"Work now viva mrket 12 hor","false"
"How I get visit visa from uae","false"
"I want to travel to Canada\nPlease you can help me","false"
"Hy this side biwash giri from Nepal I just want to let you know how I can geat work Visa from Nepal please can I help me","false"
"I need to job","false"
"I need to get a visa for Portugal - is there any service you offer for this","false"
"Require Saudi Tourist or business \nvisit Visa","false"
"Здравствуйте, меня зовут Атажан, мне 31 год, я из Туркменистана. Ради здоровья моего сына ему приходится ехать на заработки в те европейские страны. Убедитесь, что вы правильно заполнили рабочее приглашение и разрешение на работу. Сколько времени занимает оформление и сколько вы берете за свои услуги?","false"
"Schengen visa \n\nHow much the cost","false"
"I need visa to visit","false"
"My free work other helper viza ","false"
"Im looking to apply for visit visa for tourism","false"
"Hi \nI am looking to get a Green Visa through investment, i have the funds but ideally dont want to start a company. can you help?\nI need the visa for residence or investor","false"
"I am applying for work permit of portugal as driving instructor or any driving job","false"
"We want to apply US visit visa and want to know the procedure","false"
"Need travel details for Finland","false"
"Contact for more details","false"
"call back please","false"
"Want to apply visa for travel to spain for me and family members( wife and 2 kids, ages 9 and 14 years)","false"
"I need work permit driver palmber","false"
"Hello sir   .we are requesting to posibal to porbovide appointment Abu dhabi to Lithuania. In april in first week.... What the charges of this plzz give details.","false"
"Visit vissa","false"
"I want chak Luxembourg","false"
"I need viza \nMy dream \nI see ","false"
"I want scheagen visa please","false"
"I want information about Pakistani visa","false"
"I would like to secure a schengen visa appointment as soon as possible, in order to travel on the week of eid and after (June 13 onwards). Please let me know of the availabilities as soon as possible because this is very urgent for a tourist visa, and to let me know the price","false"
"Need Visit visa","false"
"I needs work permit visa","false"
"Need schegen helps.","false"
"Интересует открытие счета на юридическое лицо","false"
"Wissa working","false"
"Hello I am Tauseef i need work permit of UK ?","false"
"Hi I am hare in U.A.E.\nI need a job","false"
"Visa","false"
"I need appointment for Spanish visa","false"
"Need to apply china ","false"
"I have work permit but I need appointment in Poland","false"
"I would like to travel Italy or Greece in April 2024","false"
"I want a work visa","false"
"Need a Netherlands visa ASAP","true"
"COUPLE VISA FOR DENMARK","false"
"I want to take your services for my house maid visa for US and UK visa. please let me know the process and requirements for her.\n\nregards,\nMasroor","false"
"I need tourist visit visa","false"
"Seeking assistance in this process","false"
"I have UAE truck and car license, I want to move America.","false"
"UAE Residence visa advice","false"
"Alhamdulillah","false"
"Хотел бы узнать в каких конкретно банках вы открываете счета частного лица без наличия резиденсства ОАЭ","true"
"Greece schengen visa","false"
"schengen visa","false"
"B1/B2 visa","false"
"Respected sir!\nI am a tile mason in Dubai and I need a work permit in USA","false"
"I want to visa for my good life","false"
"I need a visa sponsorship job","false"
"I would like to apply for a tourist visa. I need support. Thanks.","false"
"Hello, I live in Dubai and would like to get a Shengen visa to visit Span and Portugal","false"
"I wish to move to Europe through jobs sponsorship. I work in UAE at Hampton by Hilton Marjan Island","false"
"I will like to work and leave in Luxembourg with my family","false"
"Sa","false"
"Tourist","false"
"I need a schengen Visa urgently since I am traveling to Poland on the 30th May 2024","false"
"Добрый день! Необходимо оформить визу в Китай для гражданина Азербайджана в ОАЭ.","false"
"What are the requirements for a visit visa to uk","false"
"Require Visa to Netherlands","false"
"Добрый день. Нужна учебная виза для ребенка (17 лет) в США. Ребенок проживает в Дубае. Его пригласили на стажировку в UC Berkeley. Начало стажировки - 17 июня. Вопрос очень срочный. Спасибо","true"
"Hello, we have a flight to croatia on May 9-13 and require all the help we need for a visa. Indian passport and Filipino passport.","false"
"Schengen visa application","false"
"Sponsorship visa","false"
"Planning for a vacation in Russia with family please contact asap.","false"
"I need tourist Schengen visa to Belgium","false"
"Looking for schengen visa","false"
"hi, I own some properties in Dubai and want to open a bank account there to ease transactions, online and with mininum fees for trasnfers , etc. thanks\n\nyou can reach out via whatsapp as well at +34644368181","false"
"I would like to apply for a Shengen visa to Austria for my wife and I as general toursits. We want to travel in week 2 of April. Please call me back to arrange everything. Thank you.","false"
"Trying to get a schengen to visit netherlands and spain with my son. I Want to understand your service and cost. thx","false"
"I woulr like to have an account","false"
"I want to know more about how your US tourist visa services?","false"
"can you tell me about freelance viza how much price and how long \n","false"
"Looking assistance for Norway tourist visa","false"
"I would like to apply for a visa to Romania travelling in June.\n\nCould I please have a call back to assist me with the visa","false"
"Sir, \nhow can i get a UK Visa","false"
"Indian Army","false"
"I am looking for assistance in Remote Work Visa for Dubai. Can you guys help?","false"
"I need a tourist visa for Budapest, Hungary. Have to travel by end of May please. Thank you.","false"
"Hi sir, jarnail Singh mobile crane operator","false"
"Писать или звонить в wa. \nИнтересует виза шенген, минимальные возможные сроки","false"
"Hello, \n\nI need to enquire about the French tourist visa service please. I have a Lebanese passport and I am residing in Dubai since 2007. My residency is a 10 year golden visa valid into 2031. \nI presently have a French Shngen visa valid until May 25 , 2024 and would like to line up my next French visa appointment in time to have a new visa by end of May. \n\nThank you, \nKarim Salman\n","false"
"Hello how can I get visa for the cricket tournament","false"
"Visit visa","false"
"Я хочу получать визу на работу","false"
"Message me I call you or I visit your office","false"
"Need a VISA for travel to Greece.\nCan be even a tourist VISA","false"
" I m electrician","false"
"Dear sir /Mme\nI have a case whit my Landlord and I have emergency travel \nCan travel whit out inconvenient ?","false"
"Sir i am chief cook in UAE my experience 20 year city RAK","false"
"ما هي تفاصيل السفر و هل يوجد وظيفه ولا لا ل الشباب","false"
"Estoy interesado en la residencia UAE","false"
"I need to visit England with family","false"
"Shahid","false"
"I\\'m texi driver in Dubai \nI want work permint in UK ","false"
"I want to know proper details for working visa","false"
"I am Pakistani national I have Dubai residency, just need visa I want to go my personal car","false"
"At present am in abudhabi, as am in a visit visa. Is it possible to migrate to US.","false"
"Здравствуйте я гражданин Туркменистана. Хочу посетить США.","false"
"Dear Sir Madam my name is Jitendra Singh. I am an Indian. I am currently working in horse grooming job in Dubai UAE. I want to get a work visa for United States.","false"
"I LOOKING FOR APPOITNTMENT IN VFS FOR LITHUANIAN TEMPORARY RESIDENT PERMIT","false"
"I am forklift operator Have 2 years experience in UAE\nI have been working in UAE for 6 years","false"
"I need any job any salary professionally and bike rider 9 year experience please reply me thanks","false"
"Call cand watsaap","false"
"Resident ID","false"
"I am go to Yemen","false"
"Call me","false"
"Explain me the whole process","false"
"Im working","false"
"B1/B2","false"
"Need visa information and how you can assist on the same for travelling to Switzerland.","false"
"Tourist visa for 6 months multiple entry","false"
"na","false"
"Helpr jobs anitime","false"
"my partner visa. you can process","false"
"Hello. I need an urgent appointment for spain or italy visa. Travel date is 25th may. \nCan u assist\nImran","false"
"Hell there! I sent a whatsapp message as nobody answers when I tried to call. Please can someone reply to my message","false"
"Open a acount","false"
"Us","false"
"Family visa (tourist) for Italy","false"
"I want to inquire for US Visa process.","false"
"I wants visa for Spanish","false"
"Urgent callback","false"
"I wan account your bank","false"
"We want going to Germany for working","false"
"интересует шенген","false"
"I want to go to Italy without money. I am Egyptian and live in the Emirates","false"
"To renie my ID","false"
"My id is lost today can\\'t possible check","false"
"I need new account in dubai Islamic bank","false"
"moriom akther","false"
"Selam you you\n\nAm Mr Mulu Ethiopian citizen and now staying here in Dubai with a 2 year Visa and UAE Resident ID card\n\nI have a plan of visiting Europe for 15 - 30 days and needs ur assistance in getting a visiting visa …\n\nPlease what are the requirements \n\nRegards","false"
"USA visit visa","false"
" am writing to seek your assistance regarding a Schengen visa application for our nanny Dedith, who holds a Philippine passport.\n\nrelevant details about the nanny\\'s employment status\n1. She is on an agency contract\n2. ⁠she started working for your family in October.\n\nWe are planning to travel to Europe in May, and as such, it has come to our attention that our nanny may not have completed 12 months of employment with our family before our departure. However, her presence and support during our trip are crucial.\n\nShe can enter the Schengen area through Switzerland or Italy and will be invited by your family.\n\nGiven these circumstances, we kindly request your assistance in facilitating the Schengen visa application process for our nanny, ensuring that she can accompany us during our travels to Europe.\n\nWe understand the importance of complying with all necessary requirements and regulations and are prepared to provide any additional documentation or information required to support her visa application.\n\nYour prompt attention and support in this matter would be greatly appreciated.\n\nThank you for your assistance.\n\nWarm regards,\n\nMarzio","false"
"Hi Sir,\nHow are you?\nSir I am looking for UK work visa.\nI am living in DUBAI from last 7 years.\nI have experience in Security Industry and driving field.","false"
"I would like to get tourist visa for UK,","false"
"Plz contact thru whatsapp","false"
"Applying for US visa forCricket matches","false"
"Contact via whats up","false"
"I need applay for schengen","false"
"Please I need a free visa for work","false"
"Looking for a Shengan visa appointment from Dubai for spain","false"
"Niceee","false"
"Applying for work visa","false"
"اريد فيزاء شنغن","false"
"Ok","false"
"PLEASE CAN YOU CALL ME BACK","true"
"How much visa cost","false"
"looking for UK visa for one of our staff.","false"
"Hello Sir/Madam, Hope you are fine. I need a visit visa for UK to spend some time with my cousins. If i can get visa on this Eid it will be better for me. I just need 2 weeks to stay there after that i will come back to my work here in U.A.E or also i wanted to know how can i get work permit there in future . Thanks","false"
"I am intrested in working with the Chinese company","false"
"Request for Schengen visa","false"
"Hi ,\nNeed to apply for Schengen visit visa","false"
"Находимся в Дубаи хотели бы получить шенген","true"
"I need USA visa","false"
"Work parment","false"
"I am interested","false"
"I need anykind of visa","false"
"Personal Account","false"
"Apply for visiting visa","false"
"I’m interested","false"
"vesa","false"
"Looking for a visa to Italy, to travel on the 21st of April to 24th. Currently holding a Ghanaian visa, with a residency visa stamped by Sharjah Media City Freezone as I am an owner of my own company, but resident in Abu Dhabi.","false"
"Schengen visa","false"
"UK Visa","false"
"I need visa","false"
"WORK VISA","false"
"Waiter hotel","false"
"Match","false"
"I need a Romanian visa for my nanny","false"
"Europe Schengen visa to enter myself from Spain and my family enter from italy \n Travel date in July \n","false"
"Cricket meach t2020world Cup look","false"
"Need to chk for tourists Visa for two couple","false"
"I need a schengen visa, would you kindly let me know whats the price for the closest appointment","false"
"I\\'m experienced in agriculture work","false"
"We need 3 visas for entry to Switzerland. We need to get our visas before the end of June","false"
"Apply visa","false"
"I need information about Portugal visa process \n","false"
"I need Schengen visa to travel by 20 July","false"
"How much for the trip and what are the prices","false"
"I want to visa","false"
"Passport collection","false"
"test form","false"
"у меня нет резидент визы ОАЭ.МНЕ НУЖЕН ШЕНГЕН И визу в Великобританию","false"
"Work permit visa","false"
"Family Problems","false"
"Halp tha job","false"
"Schengen visa","false"
"i need visa","false"
"Business","false"
"Amin","false"
"Schengen Visa Enquiry","false"
"I am being invited to Germany. What do I need to do to get the visit visa","false"
"Chinese tourist visa","false"
"looking for B1 visa","false"
"Applyin for visa schenge","false"
"اعمل في مجال المبيعات","false"
"السلام عليكم اريد الهجرة إلى كندا","false"
"i and my family need to visit uk for 2 weeks","false"
"Shshsh\n","false"
"I need to Schengen Slovenia visa type C","false"
"i need visa","false"
"Looking to book appointment for Schengen Northland or Germany","false"
"Hello, I\\'m Jon. I\\'m from Dubai and I would like to inquire about getting a tourist visa for Poland. I am planning to come visit from July 31 to August 2 for a concert in Warsaw and would love to ask for your assistance. Looking forward to hearing from you. Thank you.","false"
"I want to travel to Romania by end of august I can’t find an appointment via VFS.","false"
"Support on renewal visa","false"
"I would like to trave to Italy this month end. Could you please let me know, I will get Schengen visa or not. ","false"
"Appointment for visa","false"
"I want a Us visit Visa","false"
"Work parmet visa","false"
"Conception helper all work helper and hot work experience and conjunction kam to air experience Dubai","false"
"I work permit","false"
"I am a South African Citezen","false"
"I need a vist visa t0rs\n","false"
"Just for a trip","false"
"Please call me","false"
